Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P34082	Q9W0E8	FAS2	Q9W0E8	CG3665	CG12084	FBGN0000635	FBGN0043458	25294943:0007:LC|25294943:0096:LC
P34082	Q9W0F4	FAS2	SA-2	CG3665	CG13916|DMEL_CG13916	FBGN0000635	FBGN0043865	25294943:0096:LC
P34082	Q9W0M4	FAS2	DMEL\CG13887	CG3665	CG13887|DMEL_CG13887	FBGN0000635	FBGN0035165	25294943:0096:LC
P34082	Q9W0S7	FAS2	TUDOR-SN	CG3665	CG7008	FBGN0000635	FBGN0035121	25294943:0096:LC
P34082	Q9W0T1	FAS2	E(BX)	CG3665	CG32346|CG7022|NURF301	FBGN0000635	FBGN0000541	25294943:0096:LC
P34082	Q9W179	FAS2	SLIK	CG3665	CG4527|DMEL_CG4527	FBGN0000635	FBGN0035001	25294943:0007:LC|25294943:0096:LC
P34082	Q9W1L2	FAS2	CG4093	CG3665	CG30183|DMEL_CG30183	FBGN0000635	FBGN0050183	25294943:0096:LC
P34082	Q9W261	FAS2	RTF1	CG3665	CG10955	FBGN0000635	FBGN0034722	25294943:0007:LC|25294943:0096:LC
P34082	Q9W326	FAS2	CG3003	CG3665	CG42797|DMEL_CG42797	FBGN0000635	FBGN0261931	25294943:0096:LC
P34082	Q9W394	FAS2	DMEL\CG32708	CG3665	CG32708|DMEL_CG32708	FBGN0000635	FBGN0052708	25294943:0096:LC
P34082	Q9W3L1	FAS2	UPF2	CG3665	CG2253|DMEL_CG2253	FBGN0000635	FBGN0029992	25294943:0007:LC|25294943:0096:LC
P34082	Q9W3X0	FAS2	DMEL\CG14441	CG3665	CG14441|DMEL_CG14441	FBGN0000635	FBGN0029895	25294943:0007:LC|25294943:0096:LC
P34082	Q9W4G6	FAS2	DMEL\CG2861	CG3665	CG2861|DMEL_CG2861	FBGN0000635	FBGN0029728	25294943:0007:LC|25294943:0096:LC
P34082	Q9W4K8	FAS2	DMEL\CG3626	CG3665	CG3626|DMEL_CG3626	FBGN0000635	FBGN0029706	25294943:0096:LC
P34082	Q9W4P5	FAS2	VHAAC39-1	CG3665	CG2934	FBGN0000635	FBGN0285910	25294943:0007:LC|25294943:0096:LC
P34082	Q9W4Y3	FAS2	TROL	CG3665	CG33950|DMEL_CG33950	FBGN0000635	FBGN0284408	25294943:0007:LC|25294943:0096:LC
P34082	Q9W560	FAS2	DMEL\CG14811	CG3665	CG14811|DMEL_CG14811	FBGN0000635	FBGN0029590	25294943:0096:LC
P34082	Q9XZ21	FAS2	SNAMA	CG3665	CG3231|DMEL_CG3231	FBGN0000635	FBGN0086129	25294943:0096:LC
P35220	Q24298	ALPHA-CAT	SHG	CG17947	CG3722	FBGN0010215	FBGN0003391	23417122:0004:LC|9247265:0004:LC|7958432:0004:LC|23417122:0007:LC
P35220	Q9VY77	ALPHA-CAT	JUB	CG17947	CG11063	FBGN0010215	FBGN0030530	24995985:0004:LC|30659113:0004:LC
P35820	P35820	PSC	PSC	CG3886	CG3886	FBGN0005624	FBGN0005624	22749399:0004:LC|9566890:0004:LC|9566890:0018:LC|22749399:0096:LC
P35820	P39769	PSC	PH-P	CG3886	CG18412	FBGN0005624	FBGN0004861	10412979:0004:LC|22491092:0004:LC|11172718:0004:LC|18923078:0004:LC|9566890:0019:LC|11493924:0004:LC|9566890:0018:LC|29070704:0004:LC|11583617:0004:LC|11493925:0004:LC|9372908:0004:LC|25468754:0004:LC|9566890:0004:LC|25415640:0004:LC|27151979:0004:LC|15280237:0004:LC
P35820	Q9VB08	PSC	SCE	CG3886	CG5595	FBGN0005624	FBGN0003330	22491092:0004:LC|32628956:0096:LC|29070704:0004:LC|18923078:0004:LC|25415640:0004:LC|32628956:0004:LC|15147763:0004:LC|15280237:0004:LC
P35820	Q9VHA0	PSC	SCM	CG3886	CG9495	FBGN0005624	FBGN0003334	26063573:0004:LC|15280237:0004:LC
P35820	Q9VHH9	PSC	KDM2	CG3886	CG11033	FBGN0005624	FBGN0037659	25415640:0004:LC|18923078:0004:LC
P35820	Q9W523	PSC	PH-D	CG3886	CG3895|DMEL_CG3895	FBGN0005624	FBGN0004860	22491092:0004:LC|11172718:0004:LC|29070704:0004:LC|18923078:0004:LC|25468754:0004:LC|25415640:0004:LC|27151979:0004:LC
P35875	P84040	PARP	HIS4|HIS4R|HIS4:CG31611|HIS4:CG33869|HIS4:CG33871|HIS4:CG33873|HIS4:CG33875|HIS4:CG33877|HIS4:CG33879|HIS4:CG33881|HIS4:CG33883|HIS4:CG33885|HIS4:CG33887|HIS4:CG33889|HIS4:CG33891|HIS4:CG33893|HIS4:CG33895|HIS4:CG33897|HIS4:CG33899|HIS4:CG33901|HIS4:CG33903|HIS4:CG33905|HIS4:CG33907|HIS4:CG33909	CG40411	CG3379|CG31611|CG33869|CG33871|CG33873|CG33875|CG33877|CG33879|CG33881|CG33883|CG33885|CG33887|CG33889|CG33891|CG33893|CG33895|CG33897|CG33899|CG33901|CG33903|CG33905|CG33907|CG33909	FBGN0010247	FBGN0001200|FBGN0051611|FBGN0053869|FBGN0053871|FBGN0053873|FBGN0053875|FBGN0053877|FBGN0053879|FBGN0053881|FBGN0053883|FBGN0053885|FBGN0053887|FBGN0053889|FBGN0053891|FBGN0053893|FBGN0053895|FBGN0053897|FBGN0053899|FBGN0053901|FBGN0053903|FBGN0053905|FBGN0053907|FBGN0053909|FBGN0013981	31028139:0004:LC|17827147:0004:LC|24508391:0004:LC|17827147:0096:LC
P35992	P35992	PTP10D	PTP10D	CG1817	CG1817	FBGN0004370	FBGN0004370	7961789:0004:LC
P35992	Q24322	PTP10D	SEMA1A	CG1817	CG18405	FBGN0004370	FBGN0011259	25294943:0007:LC|25294943:0096:LC
P36179	Q24141	PP2A-29B	MEI-S332	CG17291	CG5303	FBGN0260439	FBGN0002715	17306545:0004:LC|19475384:0004:LC
P36179	Q8IN89	PP2A-29B	WRD	CG17291	CG7913|DMEL_CG7913	FBGN0260439	FBGN0042693	24948803:0004:LC
P36975	Q24547	SNAP25	SYX1A	CG40452	CG31136	FBGN0011288	FBGN0013343	15907473:0004:LC|21316453:0004:LC|24733584:0004:LC
P36975	Q9XZ10	SNAP25	VHA100-1	CG40452	CG1709|DMEL_CG1709	FBGN0011288	FBGN0028671	15907473:0019:LC|15907473:0004:LC|24733584:0096:LC|24733584:0004:LC
P37276	Q24246	DHC64C	SW	CG7507	CG18000	FBGN0261797	FBGN0003654	23918939:0004:LC|24244700:0004:LC|18799620:0004:LC
P37276	Q7K2D2	DHC64C	DCTN2-P50	CG7507	CG8269	FBGN0261797	FBGN0021825	14711415:0004:LC|23918939:0004:LC
P37276	Q8MSS1	DHC64C	LVA	CG7507	CG6450	FBGN0261797	FBGN0029688	15908943:0004:LC|15908943:0019:LC|15908943:0029:LC|26216903:0004:LC
P39769	P39769	PH-P	PH-P	CG18412	CG18412	FBGN0004861	FBGN0004861	22275371:0096:LC
P39769	Q9VB08	PH-P	SCE	CG18412	CG5595	FBGN0004861	FBGN0003330	22491092:0004:LC|18923078:0004:LC|18981224:0004:LC|11583617:0004:LC|11493925:0004:LC|25468754:0004:LC|25415640:0004:LC|27151979:0004:LC|15280237:0004:LC
P39769	Q9VHA0	PH-P	SCM	CG18412	CG9495	FBGN0004861	FBGN0003334	10412979:0004:LC|9343432:0096:LC|19494831:0004:LC|26063573:0004:LC|9343432:0018:LC|9343432:0004:LC|15905166:0096:LC|15905166:0114:LC|19494831:0096:LC|15280237:0018:LC|21502414:0004:LC|27151979:0004:LC|15905166:0004:LC|15280237:0004:LC
P40301	Q7K148	PROSALPHA2	PROSBETA5	CG5266	CG12323|DMEL_CG12323	FBGN0086134	FBGN0029134	31002009:0004:LC|23457214:0004:LC|23738891:0004:LC
P40417	Q9U1H0	RL	CIC	CG12559	CG43122	FBGN0003256	FBGN0262582	17255944:0018:LC|17255944:0096:LC|26124095:0096:LC
P40417	Q9VJD2	RL	Q9VJD2	CG12559	CG5110	FBGN0003256	FBGN0032642	18823331:0004:LC|21401930:0004:LC
P40423	P48462	SQH	FLW	CG3595	CG2096	FBGN0003514	FBGN0000711	15269282:0004:LC|15269282:0415:LC
P40427	P83949	EXD	UBX	CG8933	CG10388	FBGN0000611	FBGN0003944	32170121:0004:LC
P40589	Q9VUG1	WNT4	DLP	CG4698	CG32146|DMEL_CG32146	FBGN0010453	FBGN0041604	32473955:0004:LC|32426496:0004:LC
P40688	P40688	SWA	SWA	CG3429	CG3429	FBGN0003655	FBGN0003655	15078108:0096:LC|23914803:0096:LC
P40688	Q24117	SWA	CTP	CG3429	CG6998	FBGN0003655	FBGN0011760	15078108:0004:LC|10783235:0004:LC|10783235:0018:LC|23914803:0096:LC
P40792	Q95UN8	RAC1	SLPR	CG2248	CG2272	FBGN0010333	FBGN0030018	20736302:0004:LC|20404112:0004:LC
P40792	Q9V4A7	RAC1	PLEXB	CG2248	CG17245	FBGN0010333	FBGN0025740	11604137:0004:LC|11267870:0004:LC
P40793	Q0KI93	CDC42	WHAMY	CG12530	CG12946|DMEL_CG12946	FBGN0010341	FBGN0037750	26675239:0004:LC|19633175:0004:LC
P40793	Q8IQ97	CDC42	PBL	CG12530	CG8114|DMEL_CG8114	FBGN0010341	FBGN0003041	25703349:0004:LC|28923977:0004:LC
P40793	Q95UN8	CDC42	SLPR	CG12530	CG2272	FBGN0010341	FBGN0030018	20736302:0004:LC|20404112:0004:LC
P40793	Q9VAT0	CDC42	WASP	CG12530	CG1520|DMEL_CG1520	FBGN0010341	FBGN0024273	20554864:0004:LC|19716703:0004:LC|19633175:0004:LC
P40793	Q9VXE5	CDC42	MBT	CG12530	CG18582	FBGN0010341	FBGN0025743	12490550:0007:LC|12490550:0096:LC|23571212:0004:LC|12490550:0004:LC
P40796	Q24322	LA	SEMA1A	CG10922	CG18405	FBGN0011638	FBGN0011259	25294943:0007:LC|25294943:0096:LC
P40797	P42207	PNUT	SEP1	CG8705	CG1403	FBGN0013726	FBGN0011710	25355953:0004:LC|24633326:0071:LC|8590810:0004:LC|24633326:0096:LC|24633326:0004:LC|24633326:0020:LC|8636235:0004:LC|23447705:0004:LC|29079679:0004:LC
P40797	P54359	PNUT	SEP2	CG8705	CG4173	FBGN0013726	FBGN0014029	30004181:0004:LC|24633326:0071:LC|24633326:0096:LC|24633326:0004:LC|25355953:0004:LC|24633326:0020:LC|8636235:0004:LC|23447705:0004:LC|29079679:0004:LC
P40797	Q7KLG8	PNUT	SEPTIN5	CG8705	CG2916|DMEL_CG2916	FBGN0013726	FBGN0026361	23447705:0004:LC
P40797	Q9V4P1	PNUT	SCRA	CG8705	CG2092	FBGN0013726	FBGN0261385	18579688:0004:LC|22197245:0004:LC|18349071:0004:LC
P40797	Q9Y1B2	PNUT	ORC6	CG8705	CG1584	FBGN0013726	FBGN0023180	18987337:0018:LC|25355953:0004:LC|18987337:0004:LC|12878722:0004:LC|12878722:0018:LC|25355953:0096:LC|29079679:0004:LC
P40946	Q9VGQ8	ARF51F	ARFIP	CG8156	CG17184|DMEL_CG17184	FBGN0013750	FBGN0037884	23596322:0004:LC|23223291:0004:LC
P41046	P42124	CORTO	E(Z)	CG2530	CG6502	FBGN0010313	FBGN0000629	12771214:0018:LC|12771214:0096:LC|26780607:0004:LC|12771214:0004:LC
P41900	Q05913	TFIIFBETA	TFIIFALPHA	CG6538	CG10281	FBGN0010421	FBGN0010282	25242320:0004:LC|7596813:0004:LC
P42003	P42003	MAD	MAD	CG12399	CG12399	FBGN0011648	FBGN0011648	17610966:0004:LC|17610966:0018:LC|9693372:0004:LC
P42003	Q23993	MAD	NMO	CG12399	CG7892	FBGN0011648	FBGN0011817	19451277:0004:LC|17507407:0004:LC|17507407:0415:LC
P42003	Q45VV3	MAD	YKI	CG12399	CG4005	FBGN0011648	FBGN0034970	19914168:0004:LC|19914168:0007:LC|21238929:0004:LC
P42003	Q8IMA8	MAD	PAN	CG12399	CG34403	FBGN0011648	FBGN0085432	19065265:0004:LC|21990430:0004:LC
P42003	Q9VMT1	MAD	TKV	CG12399	CG14026|DMEL_CG14026	FBGN0011648	FBGN0003716	21690388:0004:LC|27814354:0004:LC|9693372:0004:LC
P42003	Q9VSD6	MAD	MSK	CG12399	CG7935|DMEL_CG7935	FBGN0011648	FBGN0026252	17785517:0007:LC|20547758:0004:LC|17785517:0004:LC
P42124	Q24338	E(Z)	ESC	CG6502	CG14941	FBGN0000629	FBGN0000588	11124122:0071:LC|29070704:0004:LC|26063573:0004:LC|15776017:0004:LC|16537908:0007:LC|10757791:0004:LC|12408864:0019:LC|25242320:0004:LC|11571280:0071:LC|29242288:0004:LC|24100017:0004:LC|15896722:0004:LC|12697833:0004:LC|16537908:0006:LC|10757791:0007:LC|12408864:0004:LC|11581156:0004:LC|16618800:0007:LC|11571280:0004:LC|11124122:0004:LC|18276122:0004:LC|15175158:0004:LC|11124122:0096:LC|9566901:0004:LC|9566901:0019:LC|11124122:0007:LC|18048023:0004:LC|16618800:0004:LC|9566901:0018:LC|11571280:0007:LC|19767730:0004:LC|12697833:0006:LC|9693151:0004:LC|10757791:0071:LC|17210640:0004:LC|9566901:0096:LC|11571280:0006:LC
P42124	Q24459	E(Z)	PCL	CG6502	CG5109	FBGN0000629	FBGN0003044	11571280:0004:LC|12697833:0004:LC|17762866:0676:LC|26063573:0004:LC|12697833:0006:LC|11571280:0096:LC|12697833:0096:LC|17762866:0007:LC|11571280:0018:LC|25242320:0004:LC|11571280:0006:LC
P42124	Q24572	E(Z)	CAF1-55	CG6502	CG4236	FBGN0000629	FBGN0263979	11124122:0004:LC|11124122:0071:LC|19767730:0004:LC|12533794:0096:LC|18276122:0004:LC|26063573:0004:LC|11124122:0096:LC|15776017:0004:LC|17762866:0676:LC|12408863:0004:LC
P42124	Q8ST83	E(Z)	PHO	CG6502	CG17743	FBGN0000629	FBGN0002521	11581156:0004:LC|15175158:0018:LC|15175158:0004:LC
P42124	Q94517	E(Z)	HDAC1	CG6502	CG7471	FBGN0000629	FBGN0015805	11124122:0004:LC|12697833:0004:LC|12533794:0096:LC|12697833:0006:LC|11124122:0096:LC|12697833:0096:LC
P42124	Q9NJG9	E(Z)	SU(Z)12	CG6502	CG8013	FBGN0000629	FBGN0020887	26063573:0004:LC|15776017:0004:LC|29242288:0004:LC|17762866:0676:LC|12697833:0006:LC|12408864:0415:LC|25242320:0004:LC|19767730:0004:LC|12408864:0004:LC|12697833:0004:LC|22493065:0004:LC|24100017:0415:LC|18276122:0004:LC|24100017:0004:LC
P42124	Q9VKD5	E(Z)	ESCL	CG6502	CG5202|DMEL_CG5202	FBGN0000629	FBGN0032391	18048023:0004:LC|16537908:0006:LC|18276122:0004:LC|16537908:0007:LC
P42124	Q9VT00	E(Z)	JARID2	CG6502	CG3654|DMEL_CG3654	FBGN0000629	FBGN0036004	22354997:0004:LC|26063573:0004:LC
P42207	P54359	SEP1	SEP2	CG1403	CG4173	FBGN0011710	FBGN0014029	30004181:0004:LC|24633326:0096:LC|24633326:0004:LC
P42271	P54623	GAMMATUB37C	CNN	CG17566	CG4832	FBGN0010097	FBGN0013765	22751930:0004:LC|12939255:0004:LC
P42271	Q9VI72	GAMMATUB37C	SAS-4	CG17566	CG10061|DMEL_CG10061	FBGN0010097	FBGN0011020	24385583:0004:LC|21694707:0004:LC|22729084:0004:LC|26530814:0004:LC
P42271	Q9VJ57	GAMMATUB37C	GRIP71	CG17566	CG10346|DMEL_CG10346	FBGN0010097	FBGN0032705	31933481:0004:LC|18443220:0004:LC
P42271	Q9VKU7	GAMMATUB37C	GRIP75	CG17566	CG6176	FBGN0010097	FBGN0026431	12431375:0019:LC|12431375:0004:LC|31933481:0004:LC|10037793:0004:LC
P42271	Q9VTS3	GAMMATUB37C	GRIP163	CG17566	CG5688|DMEL_CG5688	FBGN0010097	FBGN0026432	10037793:0004:LC|31933481:0004:LC|18003974:0004:LC
P42271	Q9VXU8	GAMMATUB37C	GRIP128	CG17566	CG9201|DMEL_CG9201	FBGN0010097	FBGN0026433	10037793:0004:LC|31933481:0004:LC|18003974:0004:LC
P42271	Q9XYP7	GAMMATUB37C	GRIP84	CG17566	CG3917	FBGN0010097	FBGN0026430	10037793:0004:LC|31933481:0004:LC|18003974:0004:LC
P42271	Q9XYP8	GAMMATUB37C	GRIP91	CG17566	CG10988	FBGN0010097	FBGN0001612	10037793:0004:LC|31933481:0004:LC
P42282	P42282	TTK	TTK	CG1856	CG1856	FBGN0003870	FBGN0003870	21821048:0018:LC|21821048:0096:LC|23847101:0004:LC|12204250:0018:LC|12204250:0096:LC
P42282	Q08605	TTK	TRL	CG1856	CG33261	FBGN0003870	FBGN0013263	12384587:0004:LC|12384587:0018:LC|25242320:0004:LC
P42282	Q27934	TTK	PHYL	CG1856	CG10108	FBGN0003870	FBGN0013725	9267026:0004:LC|12215542:0004:LC|12215542:0007:LC|9267027:0004:LC|17962185:0004:LC|12215542:0096:LC|12215542:0029:LC|9267026:0007:LC|9267026:0018:LC
P42287	Q08473	GRK	SQD	CG17610	CG16901	FBGN0001137	FBGN0263396	23894566:0004:LC|10197986:0004:LC|23213441:0004:LC|25231760:0004:LC
P42287	Q9W1K4	GRK	EGL	CG17610	CG4051|DMEL_CG4051	FBGN0001137	FBGN0000562	27801632:0004:LC|31391195:0004:LC
P43332	P43332	SNF	SNF	CG4528	CG4528	FBGN0003449	FBGN0003449	20221253:0004:LC
P43332	Q24297	SNF	SMF	CG4528	CG16792	FBGN0003449	FBGN0000426	27185460:0004:LC
P43332	Q9V4Q8	SNF	U2A	CG4528	CG1406	FBGN0003449	FBGN0033210	17154718:0004:LC|24849693:0096:LC|29880797:0096:LC|27185460:0004:LC|29880797:0114:LC|20221253:0004:LC|11557816:0018:LC|11557816:0004:LC
P43332	Q9VI10	SNF	SMD2	CG4528	CG1249	FBGN0003449	FBGN0261789	27185460:0004:LC
P43332	Q9VXE0	SNF	SNRPG	CG4528	CG9742	FBGN0003449	FBGN0261791	27185460:0004:LC
P45594	Q24322	TSR	SEMA1A	CG4254	CG18405	FBGN0011726	FBGN0011259	25294943:0007:LC|25294943:0096:LC
P45975	Q94517	SU(VAR)3-9	HDAC1	CG6476	CG7471	FBGN0263755	FBGN0015805	20386606:0004:LC|11571273:0019:LC|11571273:0004:LC
P46150	Q9V9S0	MOE	LAMP1	CG10701	CG3305|DMEL_CG3305	FBGN0011661	FBGN0032949	25294943:0007:LC
P46824	Q9W0K0	KLC	APLIP1	CG5433	CG1200	FBGN0010235	FBGN0040281	11912189:0096:LC|16332540:0004:LC|11912189:0004:LC|11912189:0007:LC|11912189:0019:LC|17658258:0004:LC
P46863	P46863	KLP61F	KLP61F	CG9191	CG9191	FBGN0004378	FBGN0004378	23299893:0114:LC|23299893:0096:LC
P46867	Q9VRK9	KLP68D	KLP64D	CG7293	CG10642|DMEL_CG10642	FBGN0004381	FBGN0004380	31420166:0004:LC|23029351:0096:LC|27976831:0004:LC|22486887:0004:LC|31420166:0055:LC|19161286:0004:LC|23029351:0004:LC
P46867	Q9VZ07	KLP68D	KAP3	CG7293	CG11759|DMEL_CG11759	FBGN0004381	FBGN0028421	31420166:0004:LC|31784087:0004:LC|16408306:0004:LC|19161286:0004:LC
P47825	P49846	TAF4	TAF5	CG5444	CG7704	FBGN0010280	FBGN0010356	16895980:0007:LC|26556600:0004:LC|16895980:0006:LC|16895980:0004:LC|11493925:0004:LC
P47825	P49847	TAF4	TAF6	CG5444	CG32211	FBGN0010280	FBGN0010417	16895980:0007:LC|16895980:0006:LC|16895980:0004:LC|20008933:0004:LC
P47825	P49905	TAF4	TAF12	CG5444	CG17358	FBGN0010280	FBGN0011290	8276241:0004:LC|7545910:0019:LC|15456720:0004:LC
P47825	P51123	TAF4	TAF1	CG5444	CG17603	FBGN0010280	FBGN0010355	16415879:0004:LC|19541607:0006:LC|8327460:0096:LC|19541607:0004:LC|8276241:0004:LC|8464492:0019:LC|16895980:0004:LC|16895980:0007:LC|8464492:0006:LC|16895980:0006:LC|8327460:0004:LC|8327460:0019:LC
P47825	Q27272	TAF4	E(Y)1	CG5444	CG6474	FBGN0010280	FBGN0000617	19541607:0006:LC|19541607:0004:LC|11493925:0004:LC|16895980:0004:LC|16895980:0007:LC|16895980:0006:LC
P47825	Q9U5W9	TAF4	TAF10	CG5444	CG2859	FBGN0010280	FBGN0028398	12482983:0006:LC|12482983:0004:LC|11438676:0004:LC
P47825	Q9VWF2	TAF4	E(Y)3	CG5444	CG12238	FBGN0010280	FBGN0087008	19541607:0007:LC|19541607:0004:LC|19230386:0004:LC|19541607:0006:LC
P48148	Q24120	RHO1	CAPU	CG8416	CG3399	FBGN0014020	FBGN0000256	16518391:0004:LC|19633175:0004:LC
P48148	Q7JW27	RHO1	WASH	CG8416	CG13176	FBGN0014020	FBGN0033692	19633175:0004:LC|25739458:0004:LC
P48148	Q9U1K1	RHO1	SPIR	CG8416	CG10076	FBGN0014020	FBGN0003475	16518391:0004:LC|19633175:0004:LC
P48148	Q9VXE3	RHO1	ROK	CG8416	CG9774|DMEL_CG9774	FBGN0014020	FBGN0026181	17011730:0004:LC|11301004:0004:LC
P48159	Q9XZ56	RPL23	THOR	CG3661	CG8846	FBGN0010078	FBGN0261560	25294943:0096:LC|27626673:0004:LC
P48461	Q9VEK8	PP1ALPHA-96A	SDS22	CG6593	CG5851|DMEL_CG5851	FBGN0003134	FBGN0028992	19228425:0004:LC
P48462	P48994	FLW	TRPL	CG2096	CG18345	FBGN0000711	FBGN0005614	25294943:0096:LC
P48462	P82295	FLW	PROMININ-LIKE	CG2096	CG7740	FBGN0000711	FBGN0026189	25294943:0096:LC
P48462	Q27294	FLW	CAZ	CG2096	CG3606	FBGN0000711	FBGN0285954	25294943:0096:LC
P48462	Q5U0V7	FLW	SYNJ	CG2096	CG6562|DMEL_CG6562	FBGN0000711	FBGN0034691	25294943:0096:LC
P48462	Q8I8U7	FLW	NIPPED-A	CG2096	CG2905	FBGN0000711	FBGN0053554	25294943:0096:LC
P48462	Q8IP45	FLW	CUL3	CG2096	CG42616|DMEL_CG42616	FBGN0000711	FBGN0261268	25294943:0096:LC
P48462	Q8IPH8	FLW	MYO28B1	CG2096	CG6976|DMEL_CG6976	FBGN0000711	FBGN0040299	25294943:0007:LC|25294943:0096:LC
P48462	Q8IRL9	FLW	DNA2	CG2096	CG2990|DMEL_CG2990	FBGN0000711	FBGN0030170	25294943:0096:LC
P48462	Q8SY34	FLW	MYPT-75D	CG2096	CG6896|DMEL_CG6896	FBGN0000711	FBGN0036801	25294943:0096:LC|15269282:0004:LC|15269282:0415:LC|15269282:0018:LC
P48462	Q94883	FLW	DREF	CG2096	CG5838|DMEL_CG5838	FBGN0000711	FBGN0015664	25294943:0007:LC|25294943:0096:LC
P48462	Q95YH7	FLW	MEKK1	CG2096	CG7717	FBGN0000711	FBGN0024329	25294943:0096:LC
P48462	Q9VAD3	FLW	VPS13B	CG2096	CG15523|DMEL_CG15523	FBGN0000711	FBGN0039727	25294943:0096:LC
P48462	Q9VB52	FLW	L(3)MBT	CG2096	CG5954|DMEL_CG5954	FBGN0000711	FBGN0002441	25294943:0096:LC
P48462	Q9VB98	FLW	Q9VB98	CG2096	CG5521	FBGN0000711	FBGN0039466	25294943:0096:LC
P48462	Q9VBD6	FLW	TWDLJ	CG2096	CG5471|DMEL_CG5471	FBGN0000711	FBGN0039440	25294943:0007:LC|25294943:0096:LC
P48462	Q9VC60	FLW	ANON-WO0118547.376	CG2096	CG13625|DMEL_CG13625	FBGN0000711	FBGN0039210	25294943:0096:LC
P48462	Q9VCE2	FLW	DMEL\CG5986	CG2096	CG5986|DMEL_CG5986	FBGN0000711	FBGN0043455	25294943:0007:LC|25294943:0096:LC
P48462	Q9VEK8	FLW	SDS22	CG2096	CG5851|DMEL_CG5851	FBGN0000711	FBGN0028992	19228425:0004:LC
P48462	Q9VEU1	FLW	CAD89D	CG2096	CG14900	FBGN0000711	FBGN0038439	25294943:0096:LC
P48462	Q9VFH5	FLW	CAD88C	CG2096	CG3389|DMEL_CG3389	FBGN0000711	FBGN0038247	25294943:0096:LC
P48462	Q9VLT5	FLW	POE	CG2096	CG14472	FBGN0000711	FBGN0011230	25294943:0096:LC
P48462	Q9VMG8	FLW	DMEL\CG13991	CG2096	CG13991|DMEL_CG13991	FBGN0000711	FBGN0031785	25294943:0096:LC
P48462	Q9VNE0	FLW	DMEL\CG2926	CG2096	CG2926|DMEL_CG2926	FBGN0000711	FBGN0037344	25294943:0096:LC
P48462	Q9VPC0	FLW	PITSLRE	CG2096	CG4268	FBGN0000711	FBGN0016696	25294943:0007:LC|25294943:0096:LC
P48462	Q9VVR6	FLW	SGF11	CG2096	CG13379	FBGN0000711	FBGN0036804	25294943:0096:LC
P48462	Q9VW47	FLW	KTO	CG2096	CG8491	FBGN0000711	FBGN0001324	25294943:0096:LC
P48462	Q9VZ77	FLW	DNAH3	CG2096	CG17150|DMEL_CG17150	FBGN0000711	FBGN0035581	25294943:0096:LC
P48462	Q9W040	FLW	OSEG2	CG2096	CG13809	FBGN0000711	FBGN0035317	25294943:0096:LC
P48462	Q9W179	FLW	SLIK	CG2096	CG4527|DMEL_CG4527	FBGN0000711	FBGN0035001	25294943:0007:LC|25294943:0096:LC
P48462	Q9W3W6	FLW	SOV	CG2096	CG14438|DMEL_CG14438	FBGN0000711	FBGN0287725	25294943:0096:LC
P48462	Q9W3X0	FLW	DMEL\CG14441	CG2096	CG14441|DMEL_CG14441	FBGN0000711	FBGN0029895	25294943:0096:LC
P48598	Q8IH18	EIF4E1	4E-T	CG4035	CG32016	FBGN0015218	FBGN0052016	25179781:0096:LC|31114929:0004:LC|25179781:0004:LC
P48598	Q94548	EIF4E1	LK6	CG4035	CG17342	FBGN0015218	FBGN0017581	15649359:0019:LC|15649359:0004:LC|15487973:0415:LC|15487973:0004:LC
P48598	Q9VCH1	EIF4E1	EIF4G2	CG4035	CG10192|DMEL_CG10192	FBGN0015218	FBGN0260634	22833128:0018:LC|22833128:0004:LC|25849588:0004:LC|17611220:0004:LC
P48598	Q9VMA3	EIF4E1	CUP	CG4035	CG11181	FBGN0015218	FBGN0000392	14685270:0006:LC|26294658:0004:LC|21937713:0004:LC|15465908:0018:LC|19268617:0004:LC|14685270:0096:LC|25179781:0004:LC|25179781:0096:LC|14685270:0007:LC|14723848:0096:LC|14685270:0004:LC|15465908:0004:LC|14723848:0004:LC
P48598	Q9VR35	EIF4E1	MXT	CG4035	CG2950	FBGN0015218	FBGN0031637	26294658:0004:LC|23716590:0004:LC|23716590:0047:LC|23716590:0018:LC|26294658:0114:LC
P48598	Q9XZ56	EIF4E1	THOR	CG4035	CG8846	FBGN0015218	FBGN0261560	23716590:0004:LC|26294658:0004:LC|27626673:0004:LC|22068330:0007:LC|25294943:0007:LC|25179781:0096:LC|23716590:0047:LC|27773676:0004:LC|22833128:0004:LC|22068330:0004:LC|22833128:0018:LC|25294943:0096:LC|25179781:0004:LC
P48607	P48607	SPZ	SPZ	CG6134	CG6134	FBGN0003495	FBGN0003495	20378549:0004:LC|18790733:0096:LC|18790733:0114:LC|15197269:0004:LC
P48608	Q24322	DIA	SEMA1A	CG1768	CG18405	FBGN0011202	FBGN0011259	25294943:0007:LC|25294943:0096:LC
P48608	Q8T4F7	DIA	ENA	CG1768	CG15112	FBGN0011202	FBGN0000578	24576424:0090:LC|19846663:0004:LC|24576424:0004:LC|24576424:0018:LC
P48608	Q9VAS9	DIA	APC	CG1768	CG1451|DMEL_CG1451	FBGN0011202	FBGN0015589	19279137:0004:LC|23558679:0004:LC
